"name","strictness_ratio","number","percent"
"annotate","0/0",1324301,60.7848924205065
"annotate","0/1",598,0.0274479636181373
"annotate","1/1",385728,17.7047627265834
"annotate","0/2",4771,0.218987014083835
"annotate","1/2",35814,1.64384844317721
"annotate","2/2",165720,7.60648249297277
"annotate","1/3",13816,0.63414893870934
"annotate","2/3",31431,1.44267047572186
"annotate","3/3",43726,2.00700611566333
"annotate","1/4",25,0.00114749011781511
"annotate","2/4",86243,3.95851960922913
"annotate","3/4",27221,1.2494331398818
"annotate","4/4",29567,1.35711361253757
"annotate","2/5",5426,0.24905125517059
"annotate","3/5",2336,0.107221476608643
"annotate","4/5",10024,0.460097637639145
"annotate","5/5",7403,0.339794773687409
"annotate","1/6",856,0.0392900616339892
"annotate","2/6",30,0.00137698814137813
"annotate","3/6",230,0.010556909083899
"annotate","4/6",384,0.01762544820964
"annotate","5/6",289,0.0132649857619426
"annotate","6/6",527,0.0241890916835424
"annotate","4/7",2,9.17992094252084e-05
"annotate","5/7",67,0.00307527351574448
"annotate","6/7",15,0.000688494070689063
"annotate","7/7",1533,0.0703640940244223
"annotate","3/8",1,4.58996047126042e-05
"annotate","5/8",6,0.000275397628275625
"annotate","6/8",5,0.000229498023563021
"annotate","8/8",530,0.0243267904976802
"annotate","4/9",6,0.000275397628275625
"annotate","7/9",2,9.17992094252084e-05
"annotate","9/9",9,0.000413096442413438
"annotate","10/10",1,4.58996047126042e-05
"annotate","11/11",25,0.00114749011781511
"Biobase","0/0",672128,63.8080654363802
"Biobase","0/1",648,0.0615174883396829
"Biobase","1/1",158812,15.0767212317928
"Biobase","0/2",1877,0.178191860514791
"Biobase","1/2",21900,2.07906326333187
"Biobase","2/2",71189,6.7582846873668
"Biobase","0/3",21,0.00199362230730454
"Biobase","1/3",11594,1.10066938242328
"Biobase","2/3",13035,1.2374698464626
"Biobase","3/3",18371,1.74403978130913
"Biobase","0/4",15,0.00142401593378896
"Biobase","1/4",26,0.00246829428523419
"Biobase","2/4",34393,3.2650786673869
"Biobase","3/4",7937,0.753494297765529
"Biobase","4/4",25660,2.43601659073497
"Biobase","1/5",209,0.0198412886774594
"Biobase","2/5",1179,0.111927652395812
"Biobase","3/5",4977,0.472488486831175
"Biobase","4/5",3010,0.28575253071365
"Biobase","5/5",3071,0.291543528844392
"Biobase","1/6",205,0.0194615510951157
"Biobase","2/6",33,0.0031328350543357
"Biobase","3/6",24,0.00227842549406233
"Biobase","4/6",266,0.0252525492258575
"Biobase","5/6",100,0.00949343955859303
"Biobase","6/6",1395,0.132433481842373
"Biobase","0/7",10,0.000949343955859303
"Biobase","1/7",1,9.49343955859303e-05
"Biobase","3/7",3,0.000284803186757791
"Biobase","4/7",12,0.00113921274703116
"Biobase","6/7",24,0.00227842549406233
"Biobase","7/7",770,0.0730994846011664
"Biobase","0/8",1,9.49343955859303e-05
"Biobase","4/8",6,0.000569606373515582
"Biobase","5/8",2,0.000189868791171861
"Biobase","7/8",5,0.000474671977929652
"Biobase","8/8",284,0.0269613683464042
"Biobase","5/9",5,0.000474671977929652
"Biobase","9/9",7,0.000664540769101512
"Biobase","9/10",4,0.000379737582343721
"Biobase","10/10",17,0.00161388472496082
"Biobase","7/11",5,0.000474671977929652
"Biobase","10/11",4,0.000379737582343721
"Biobase","11/11",32,0.00303790065874977
"Biobase","7/12",1,9.49343955859303e-05
"Biobase","9/12",1,9.49343955859303e-05
"Biobase","12/12",12,0.00113921274703116
"Biobase","12/13",6,0.000569606373515582
"Biobase","13/13",24,0.00227842549406233
"Biobase","13/14",3,0.000284803186757791
"Biobase","14/14",18,0.00170881912054675
"Biobase","8/15",5,0.000474671977929652
"Biobase","13/15",5,0.000474671977929652
"Biobase","15/15",3,0.000284803186757791
"Biobase","14/16",2,0.000189868791171861
"Biobase","15/17",8,0.000759475164687443
"Biobase","16/18",2,0.000189868791171861
"Biobase","18/19",1,9.49343955859303e-05
"Biobase","20/20",1,9.49343955859303e-05
"Biostrings","0/0",827522,57.2056854372368
"Biostrings","0/1",273,0.0188721896509889
"Biostrings","1/1",284260,19.6505810629674
"Biostrings","0/2",4302,0.297392527027672
"Biostrings","1/2",22348,1.54489265318791
"Biostrings","2/2",123093,8.50928366560139
"Biostrings","1/3",8165,0.564437467034156
"Biostrings","2/3",20643,1.42702787899401
"Biostrings","3/3",30275,2.0928774420648
"Biostrings","1/4",13,0.000898675697666139
"Biostrings","2/4",68134,4.71002846036806
"Biostrings","3/4",20571,1.42205059820693
"Biostrings","4/4",15271,1.05566742915843
"Biostrings","2/5",4836,0.334307359531804
"Biostrings","3/5",1752,0.121113832485467
"Biostrings","4/5",7080,0.489432610728944
"Biostrings","5/5",4883,0.337556417823366
"Biostrings","1/6",708,0.0489432610728944
"Biostrings","2/6",15,0.00103693349730708
"Biostrings","3/6",145,0.0100236904739685
"Biostrings","4/6",307,0.021222572244885
"Biostrings","5/6",135,0.00933240147576375
"Biostrings","6/6",358,0.0247481461357291
"Biostrings","6/7",4,0.000276515599281889
"Biostrings","7/7",1160,0.0801895237917478
"Biostrings","7/8",1,6.91288998204722e-05
"Biostrings","8/8",318,0.0219829901429102
"Biostrings","8/9",1,6.91288998204722e-05
"caschrono","0/0",549835,57.2858169846115
"caschrono","0/1",137,0.0142736583282108
"caschrono","1/1",197025,20.5275002344214
"caschrono","0/2",1147,0.119502818266115
"caschrono","1/2",10983,1.14428897385941
"caschrono","2/2",76153,7.93417447203092
"caschrono","0/3",3,0.000312561861201696
"caschrono","1/3",3297,0.343505485460664
"caschrono","2/3",15173,1.58083370667111
"caschrono","3/3",20020,2.08582948708599
"caschrono","1/4",15,0.00156280930600848
"caschrono","2/4",47734,4.97327596086726
"caschrono","3/4",15217,1.58541794730207
"caschrono","4/4",8626,0.898719538241944
"caschrono","2/5",1315,0.13700628249341
"caschrono","3/5",857,0.0892885050166179
"caschrono","4/5",6785,0.706910742751169
"caschrono","5/5",4409,0.459361748679426
"caschrono","1/6",100,0.0104187287067232
"caschrono","2/6",12,0.00125024744480678
"caschrono","3/6",62,0.00645961179816839
"caschrono","4/6",158,0.0164615913566227
"caschrono","5/6",112,0.01166897615153
"caschrono","6/6",257,0.0267761327762786
"caschrono","5/7",25,0.0026046821766808
"caschrono","6/7",3,0.000312561861201696
"caschrono","7/7",226,0.0235463268771944
"caschrono","4/8",1,0.000104187287067232
"caschrono","6/8",22,0.00229212031547911
"caschrono","7/8",4,0.000416749148268928
"caschrono","8/8",58,0.00604286264989946
"caschrono","7/9",2,0.000208374574134464
"caschrono","9/9",2,0.000208374574134464
"caschrono","10/11",1,0.000104187287067232
"caschrono","11/11",10,0.00104187287067232
"caschrono","11/12",10,0.00104187287067232
"caschrono","12/13",1,0.000104187287067232
"caschrono","14/14",2,0.000208374574134464
"caschrono","1/15",4,0.000416749148268928
"caschrono","1/16",2,0.000208374574134464
"caschrono","1/17",1,0.000104187287067232
"caschrono","1/20",1,0.000104187287067232
"caschrono","22/22",2,0.000208374574134464
"caschrono","19/30",1,0.000104187287067232
"colorspace","0/0",1491991,67.5450442599269
"colorspace","0/1",2459,0.111323234413049
"colorspace","1/1",282082,12.7703459169182
"colorspace","0/2",1178,0.0533301220571665
"colorspace","1/2",63498,2.87466561153307
"colorspace","2/2",137053,6.20462921757286
"colorspace","0/3",5,0.000226358752364883
"colorspace","1/3",26309,1.19105448319354
"colorspace","2/3",29275,1.32533049509639
"colorspace","3/3",37774,1.71009510236622
"colorspace","1/4",11,0.000497989255202743
"colorspace","2/4",25471,1.15311675629719
"colorspace","3/4",8147,0.36882895110334
"colorspace","4/4",80112,3.6268104738911
"colorspace","0/5",2,9.05435009459532e-05
"colorspace","1/5",2,9.05435009459532e-05
"colorspace","2/5",863,0.0390695206581788
"colorspace","3/5",401,0.0181539719396636
"colorspace","4/5",7100,0.321429428358134
"colorspace","5/5",10741,0.486263871830242
"colorspace","1/6",160,0.00724348007567626
"colorspace","2/6",45,0.00203722877128395
"colorspace","3/6",56,0.00253521802648669
"colorspace","4/6",214,0.009688154601217
"colorspace","5/6",115,0.00520625130439231
"colorspace","6/6",297,0.0134457098904741
"colorspace","3/7",8,0.000362174003783813
"colorspace","4/7",4,0.000181087001891906
"colorspace","5/7",27,0.00122233726277037
"colorspace","6/7",114,0.00516097955391933
"colorspace","7/7",2457,0.111232690912104
"colorspace","4/8",1,4.52717504729766e-05
"colorspace","6/8",3,0.00013581525141893
"colorspace","7/8",21,0.000950706759932509
"colorspace","8/8",100,0.00452717504729766
"colorspace","8/9",5,0.000226358752364883
"colorspace","9/9",1,4.52717504729766e-05
"colorspace","10/10",107,0.0048440773006085
"colorspace","7/11",25,0.00113179376182442
"colorspace","10/11",92,0.00416500104351385
"colorspace","11/11",46,0.00208250052175692
"colorspace","7/12",1,4.52717504729766e-05
"colorspace","9/12",2,9.05435009459532e-05
"colorspace","11/12",125,0.00565896880912208
"colorspace","12/12",5,0.000226358752364883
"colorspace","4/13",1,4.52717504729766e-05
"colorspace","10/13",1,4.52717504729766e-05
"colorspace","12/13",43,0.00194668527033799
"colorspace","13/13",4,0.000181087001891906
"colorspace","13/14",2,9.05435009459532e-05
"colorspace","14/14",146,0.00660967556905459
"colorspace","1/15",4,0.000181087001891906
"colorspace","13/15",25,0.00113179376182442
"colorspace","14/15",123,0.00556842530817612
"colorspace","15/15",3,0.00013581525141893
"colorspace","1/16",2,9.05435009459532e-05
"colorspace","1/17",1,4.52717504729766e-05
"colorspace","17/17",13,0.000588532756148696
"colorspace","15/18",1,4.52717504729766e-05
"colorspace","1/20",1,4.52717504729766e-05
"colorspace","14/20",1,4.52717504729766e-05
"colorspace","22/22",2,9.05435009459532e-05
"colorspace","16/23",1,4.52717504729766e-05
"colorspace","9/25",2,9.05435009459532e-05
"colorspace","26/31",1,4.52717504729766e-05
"colorspace","28/31",1,4.52717504729766e-05
"copula","0/0",1401232,65.0671436538462
"copula","0/1",44,0.00204316938292105
"copula","1/1",371442,17.2481573166128
"copula","0/2",1195,0.0554906230134241
"copula","1/2",9241,0.429112006081215
"copula","2/2",171662,7.97123960479532
"copula","1/3",3628,0.1684686027554
"copula","2/3",11771,0.546594245599176
"copula","3/3",29588,1.37393853867882
"copula","0/4",1,4.64356677936603e-05
"copula","1/4",10,0.000464356677936603
"copula","2/4",39027,1.81224480698318
"copula","3/4",12883,0.598230708185726
"copula","4/4",79945,3.71229946176417
"copula","1/5",23,0.00106802035925419
"copula","2/5",1085,0.0503826995561215
"copula","3/5",884,0.0410491303295957
"copula","4/5",4471,0.207613870705455
"copula","5/5",13661,0.634357657729194
"copula","1/6",131,0.0060830724809695
"copula","2/6",13,0.000603663681317584
"copula","3/6",35,0.00162524837277811
"copula","4/6",108,0.00501505212171531
"copula","5/6",79,0.00366841775569917
"copula","6/6",210,0.00975149023666867
"copula","1/7",9,0.000417921010142943
"copula","4/7",4,0.000185742671174641
"copula","5/7",153,0.00710465717243003
"copula","6/7",16,0.000742970684698565
"copula","7/7",273,0.0126769373076693
"copula","2/8",1,4.64356677936603e-05
"copula","6/8",5,0.000232178338968302
"copula","7/8",6,0.000278614006761962
"copula","8/8",87,0.00403990309804845
"copula","2/9",4,0.000185742671174641
"copula","8/9",4,0.000185742671174641
"copula","9/9",115,0.00534010179627094
"copula","3/10",2,9.28713355873207e-05
"copula","6/10",4,0.000185742671174641
"copula","7/10",1,4.64356677936603e-05
"copula","10/10",222,0.0103087182501926
"copula","5/11",20,0.000928713355873207
"copula","7/11",2,9.28713355873207e-05
"copula","8/11",1,4.64356677936603e-05
"copula","11/11",15,0.000696535016904905
"copula","6/12",2,9.28713355873207e-05
"copula","8/12",1,4.64356677936603e-05
"copula","11/12",11,0.000510792345730264
"copula","12/13",4,0.000185742671174641
"copula","12/14",3,0.000139307003380981
"copula","13/14",2,9.28713355873207e-05
"copula","14/14",1,4.64356677936603e-05
"copula","1/15",4,0.000185742671174641
"copula","8/15",18,0.000835842020285886
"copula","15/15",15,0.000696535016904905
"copula","1/16",2,9.28713355873207e-05
"copula","15/16",1,4.64356677936603e-05
"copula","16/16",55,0.00255396172865132
"copula","1/17",1,4.64356677936603e-05
"copula","15/17",2,9.28713355873207e-05
"copula","17/17",19,0.000882277688079546
"copula","15/18",7,0.000325049674555622
"copula","18/18",5,0.000232178338968302
"copula","19/19",5,0.000232178338968302
"copula","1/20",1,4.64356677936603e-05
"copula","19/20",12,0.000557228013523924
"copula","20/20",13,0.000603663681317584
"copula","22/22",2,9.28713355873207e-05
"copula","23/23",10,0.000464356677936603
"copula","24/24",1,4.64356677936603e-05
"copula","18/33",7,0.000325049674555622
"dplyr","0/0",1222215,69.6115368514579
"dplyr","0/1",894,0.0509179759250241
"dplyr","1/1",252251,14.3670138087956
"dplyr","0/2",3522,0.200596321261672
"dplyr","1/2",29160,1.66081451674911
"dplyr","2/2",74384,4.2365578536991
"dplyr","0/3",20,0.00113910460682381
"dplyr","1/3",7216,0.410988942142029
"dplyr","2/3",15529,0.884457771968344
"dplyr","3/3",40330,2.2970044396602
"dplyr","1/4",85,0.00484119457900118
"dplyr","2/4",3257,0.185503185221257
"dplyr","3/4",2028,0.115505207131934
"dplyr","4/4",86582,4.93129775340094
"dplyr","0/5",1,5.69552303411903e-05
"dplyr","1/5",32,0.00182256737091809
"dplyr","2/5",278,0.0158335540348509
"dplyr","3/5",28,0.00159474644955333
"dplyr","4/5",1194,0.0680045450273812
"dplyr","5/5",4822,0.27463812070522
"dplyr","0/6",1,5.69552303411903e-05
"dplyr","1/6",7,0.000398686612388332
"dplyr","2/6",79,0.00449946319695403
"dplyr","3/6",8,0.000455641842729522
"dplyr","4/6",624,0.0355400637329027
"dplyr","5/6",106,0.00603725441616617
"dplyr","6/6",2844,0.161980675090345
"dplyr","1/7",3,0.000170865691023571
"dplyr","2/7",2326,0.132477865773609
"dplyr","4/7",2,0.000113910460682381
"dplyr","6/7",17,0.000968238915800235
"dplyr","7/7",515,0.029331943625713
"dplyr","2/8",327,0.0186243603215692
"dplyr","4/8",5,0.000284776151705952
"dplyr","5/8",1,5.69552303411903e-05
"dplyr","6/8",7,0.000398686612388332
"dplyr","7/8",17,0.000968238915800235
"dplyr","8/8",4758,0.270992985963384
"dplyr","7/10",1,5.69552303411903e-05
"dplyr","10/10",1,5.69552303411903e-05
"dplyr","7/11",3,0.000170865691023571
"dplyr","9/11",5,0.000284776151705952
"dplyr","11/11",2,0.000113910460682381
"dplyr","2/12",228,0.0129857925177914
"dplyr","8/12",4,0.000227820921364761
"dplyr","11/12",1,5.69552303411903e-05
"dplyr","10/13",1,5.69552303411903e-05
"dplyr","12/13",1,5.69552303411903e-05
"dplyr","7/14",4,0.000227820921364761
"dplyr","8/15",1,5.69552303411903e-05
"dplyr","9/15",7,0.000398686612388332
"dplyr","10/15",1,5.69552303411903e-05
"dplyr","13/15",8,0.000455641842729522
"dplyr","10/16",7,0.000398686612388332
"dplyr","11/16",1,5.69552303411903e-05
"dplyr","16/16",1,5.69552303411903e-05
"dplyr","16/17",4,0.000227820921364761
"dplyr","10/18",7,0.000398686612388332
"dplyr","11/18",1,5.69552303411903e-05
"dplyr","18/19",1,5.69552303411903e-05
"ggplot2","0/0",285135,71.8303791856024
"ggplot2","0/1",370,0.0932093229476315
"ggplot2","1/1",40894,10.3018974395147
"ggplot2","0/2",392,0.0987514989066798
"ggplot2","1/2",11236,2.83054041253942
"ggplot2","2/2",26039,6.55966908171183
"ggplot2","0/3",5,0.00125958544523826
"ggplot2","1/3",3273,0.824524632452967
"ggplot2","2/3",2866,0.721994377210572
"ggplot2","3/3",6747,1.69968459980451
"ggplot2","0/4",1,0.000251917089047653
"ggplot2","1/4",6,0.00151150253428592
"ggplot2","2/4",2283,0.575126714295791
"ggplot2","3/4",695,0.175082376888119
"ggplot2","4/4",10398,2.61943389191749
"ggplot2","0/5",3,0.000755751267142958
"ggplot2","2/5",393,0.0990034159957275
"ggplot2","3/5",19,0.0047864246919054
"ggplot2","4/5",2237,0.563538528199599
"ggplot2","5/5",2374,0.598051169399127
"ggplot2","1/6",4,0.00100766835619061
"ggplot2","2/6",4,0.00100766835619061
"ggplot2","3/6",16,0.00403067342476244
"ggplot2","4/6",19,0.0047864246919054
"ggplot2","5/6",36,0.00906901520571549
"ggplot2","6/6",210,0.0529025887000071
"ggplot2","2/7",1,0.000251917089047653
"ggplot2","6/7",7,0.00176341962333357
"ggplot2","7/7",381,0.0959804109271557
"ggplot2","4/8",1,0.000251917089047653
"ggplot2","6/8",3,0.000755751267142958
"ggplot2","7/8",6,0.00151150253428592
"ggplot2","8/8",717,0.180624552847167
"ggplot2","7/9",4,0.00100766835619061
"ggplot2","9/9",7,0.00176341962333357
"ggplot2","10/10",12,0.00302300506857183
"ggplot2","7/11",4,0.00100766835619061
"ggplot2","9/11",4,0.00100766835619061
"ggplot2","11/11",68,0.0171303620552404
"ggplot2","11/12",35,0.00881709811666784
"ggplot2","12/12",27,0.00680176140428662
"ggplot2","12/13",1,0.000251917089047653
"ggplot2","14/14",1,0.000251917089047653
"ggplot2","13/15",4,0.00100766835619061
"ggplot2","16/16",6,0.00151150253428592
"ggplot2","16/17",1,0.000251917089047653
"ggplot2","17/18",5,0.00125958544523826
"ggplot2","18/19",1,0.000251917089047653
"ggplot2","42/44",3,0.000755751267142958
"ggplot2","59/59",1,0.000251917089047653
"ggplot2","61/61",1,0.000251917089047653
"grid","0/0",1223139,62.5026955376205
"grid","0/1",6983,0.356832970691969
"grid","1/1",454799,23.2403377112612
"grid","0/2",589,0.0300980409190276
"grid","1/2",34784,1.77747072211792
"grid","2/2",125283,6.40199127412315
"grid","0/3",13,0.000664303110267162
"grid","1/3",1556,0.0795119722750542
"grid","2/3",16283,0.832065195729246
"grid","3/3",30996,1.58390301583392
"grid","0/4",24,0.00122640574203168
"grid","1/4",224,0.0114464535922957
"grid","2/4",834,0.042617599535601
"grid","3/4",3349,0.171134701252671
"grid","4/4",18892,0.965385719935941
"grid","1/5",1205,0.0615757882978408
"grid","2/5",110,0.00562102631764522
"grid","3/5",562,0.0287183344592419
"grid","4/5",9152,0.467669389628082
"grid","5/5",8973,0.458522446802096
"grid","1/6",2092,0.106901700513762
"grid","2/6",1132,0.0578454708324944
"grid","3/6",1406,0.0718469363873562
"grid","4/6",387,0.0197757925902609
"grid","5/6",775,0.0396026854197731
"grid","6/6",1829,0.0934623375906646
"grid","2/7",433,0.0221264035958216
"grid","3/7",2050,0.104755490465206
"grid","4/7",432,0.0220753033565703
"grid","5/7",274,0.0140014655548617
"grid","6/7",73,0.00373031746534637
"grid","7/7",1064,0.0543706545634047
"grid","1/8",6,0.000306601435507921
"grid","3/8",4,0.000204400957005281
"grid","4/8",67,0.00342371602983845
"grid","5/8",2,0.00010220047850264
"grid","6/8",11,0.000562102631764522
"grid","7/8",983,0.0502315351840477
"grid","8/8",2803,0.14323397062145
"grid","8/9",332,0.0169652794314383
"grid","9/9",50,0.00255501196256601
"grid","9/10",70,0.00357701674759241
"grid","10/10",426,0.0217687019210624
"grid","7/11",28,0.00143080669903696
"grid","10/11",178,0.00909584258673499
"grid","11/11",844,0.0431286019281142
"grid","11/12",358,0.0182938856519726
"grid","12/12",37,0.00189070885229885
"grid","2/13",2,0.00010220047850264
"grid","11/13",1,5.11002392513202e-05
"grid","12/13",141,0.00720513373443614
"grid","13/13",31,0.00158410741679093
"grid","10/14",2,0.00010220047850264
"grid","12/14",4,0.000204400957005281
"grid","13/14",68,0.00347481626908977
"grid","14/14",461,0.0235572102948586
"grid","1/15",4,0.000204400957005281
"grid","11/15",1,5.11002392513202e-05
"grid","12/15",6,0.000306601435507921
"grid","13/15",37,0.00189070885229885
"grid","14/15",269,0.0137459643586051
"grid","15/15",7,0.000357701674759241
"grid","1/16",2,0.00010220047850264
"grid","16/16",1,5.11002392513202e-05
"grid","1/17",1,5.11002392513202e-05
"grid","1/20",1,5.11002392513202e-05
"grid","22/22",2,0.00010220047850264
"grid","23/30",1,5.11002392513202e-05
"lmtest","0/0",117194,67.4164154720541
"lmtest","0/1",359,0.206516486803654
"lmtest","1/1",25205,14.4992981890978
"lmtest","0/2",363,0.208817506155227
"lmtest","1/2",4090,2.35279228698313
"lmtest","2/2",11916,6.85473664833521
"lmtest","0/3",6,0.00345152902735912
"lmtest","1/3",1538,0.884741940679721
"lmtest","2/3",1308,0.752433327964288
"lmtest","3/3",2257,1.29835016912492
"lmtest","1/4",6,0.00345152902735912
"lmtest","2/4",1584,0.911203663222808
"lmtest","3/4",475,0.273246047999264
"lmtest","4/4",4379,2.51904093513426
"lmtest","1/5",1,0.000575254837893187
"lmtest","2/5",90,0.0517729354103868
"lmtest","3/5",17,0.00977933224418417
"lmtest","4/5",842,0.484364573506063
"lmtest","5/5",1487,0.855403943947169
"lmtest","0/6",1,0.000575254837893187
"lmtest","2/6",4,0.00230101935157275
"lmtest","3/6",8,0.00460203870314549
"lmtest","4/6",32,0.018408154812582
"lmtest","5/6",14,0.00805356773050461
"lmtest","6/6",350,0.201339193262615
"lmtest","5/7",8,0.00460203870314549
"lmtest","6/7",2,0.00115050967578637
"lmtest","7/7",94,0.0540739547619596
"lmtest","1/8",2,0.00115050967578637
"lmtest","5/8",1,0.000575254837893187
"lmtest","6/8",130,0.0747831289261143
"lmtest","7/8",3,0.00172576451367956
"lmtest","8/8",16,0.00920407740629099
"lmtest","4/9",1,0.000575254837893187
"lmtest","7/9",1,0.000575254837893187
"lmtest","9/9",1,0.000575254837893187
"lmtest","4/10",3,0.00172576451367956
"lmtest","6/10",1,0.000575254837893187
"lmtest","11/11",10,0.00575254837893187
"lmtest","9/12",1,0.000575254837893187
"lmtest","11/12",10,0.00575254837893187
"lmtest","14/14",2,0.00115050967578637
"lmtest","1/15",4,0.00230101935157275
"lmtest","15/15",10,0.00575254837893187
"lmtest","1/16",2,0.00115050967578637
"lmtest","16/16",1,0.000575254837893187
"lmtest","1/17",1,0.000575254837893187
"lmtest","1/20",1,0.000575254837893187
"lmtest","22/22",3,0.00172576451367956
"lmtest","19/31",1,0.000575254837893187
"lmtest","20/31",1,0.000575254837893187
"mvtnorm","0/0",221358,69.8490733933085
"mvtnorm","0/1",448,0.141365502399743
"mvtnorm","1/1",35307,11.1410531098833
"mvtnorm","0/2",410,0.129374678535479
"mvtnorm","1/2",10085,3.18230154397635
"mvtnorm","2/2",19242,6.07177454726751
"mvtnorm","1/3",3887,1.22653506211562
"mvtnorm","2/3",3350,1.05708578803379
"mvtnorm","3/3",5944,1.87561729076801
"mvtnorm","1/4",1,0.000315547996427997
"mvtnorm","2/4",1293,0.4080035593814
"mvtnorm","3/4",321,0.101290906853387
"mvtnorm","4/4",12231,3.85946754431083
"mvtnorm","0/5",16,0.00504876794284795
"mvtnorm","2/5",17,0.00536431593927594
"mvtnorm","3/5",33,0.0104130838821239
"mvtnorm","4/5",458,0.144520982364022
"mvtnorm","5/5",1750,0.552208993748994
"mvtnorm","2/6",5,0.00157773998213998
"mvtnorm","3/6",6,0.00189328797856798
"mvtnorm","4/6",44,0.0138841118428319
"mvtnorm","5/6",106,0.0334480876213676
"mvtnorm","6/6",69,0.0217728117535318
"mvtnorm","4/7",16,0.00504876794284795
"mvtnorm","6/7",25,0.00788869991069992
"mvtnorm","7/7",287,0.090562274974835
"mvtnorm","6/8",17,0.00536431593927594
"mvtnorm","8/8",38,0.0119908238642639
"mvtnorm","8/9",66,0.0208261677642478
"mvtnorm","9/10",16,0.00504876794284795
"mvtnorm","10/10",16,0.00504876794284795
"mvtnorm","7/11",16,0.00504876794284795
"mvtnorm","10/11",1,0.000315547996427997
"mvtnorm","9/12",29,0.0091508918964119
"mvtnorm","10/12",1,0.000315547996427997
"rivr","0/0",80237,57.4183668357891
"rivr","0/1",70,0.050092671442168
"rivr","1/1",26408,18.8978181063539
"rivr","0/2",309,0.22112336393757
"rivr","1/2",1872,1.33962115628198
"rivr","2/2",20002,14.3136230598035
"rivr","0/3",2,0.00143121918406194
"rivr","1/3",180,0.128809726565575
"rivr","2/3",1802,1.28952848483981
"rivr","3/3",2931,2.09745171424278
"rivr","0/4",1,0.000715609592030972
"rivr","1/4",7,0.0050092671442168
"rivr","2/4",1351,0.966788558833843
"rivr","3/4",585,0.418631611338118
"rivr","4/4",1576,1.12780071704081
"rivr","0/5",1,0.000715609592030972
"rivr","1/5",11,0.00787170551234069
"rivr","2/5",312,0.223270192713663
"rivr","3/5",23,0.0164590206167123
"rivr","4/5",590,0.422209659298273
"rivr","5/5",1202,0.860162729621228
"rivr","1/6",4,0.00286243836812389
"rivr","3/6",3,0.00214682877609291
"rivr","4/6",13,0.00930292469640263
"rivr","5/6",41,0.0293399932732698
"rivr","6/6",125,0.0894511990038715
"rivr","2/7",42,0.0300556028653008
"rivr","7/7",17,0.0121653630645265
"rivr","1/8",6,0.00429365755218583
"rivr","7/8",1,0.000715609592030972
"rivr","8/8",5,0.00357804796015486
"rivr","9/9",1,0.000715609592030972
"rivr","2/11",2,0.00143121918406194
"rivr","11/11",3,0.00214682877609291
"rivr","11/12",3,0.00214682877609291
"rivr","12/12",1,0.000715609592030972
"rivr","14/14",1,0.000715609592030972
"rivr","15/15",1,0.000715609592030972
"stringr","0/0",67986,69.6428022659059
"stringr","0/1",67,0.0686327736859897
"stringr","1/1",10242,10.4915950461479
"stringr","0/2",28,0.0286823531822046
"stringr","1/2",3539,3.62524456827937
"stringr","2/2",5507,5.64120424908575
"stringr","1/3",1389,1.42284959178865
"stringr","2/3",1281,1.31221765808586
"stringr","3/3",1625,1.66460085432438
"stringr","2/4",506,0.518331096792698
"stringr","3/4",146,0.149557984450067
"stringr","4/4",4044,4.14255129531556
"stringr","2/5",15,0.0153655463476096
"stringr","4/5",180,0.184386556171316
"stringr","5/5",624,0.639206728060561
"stringr","2/6",1,0.00102436975650731
"stringr","4/6",23,0.0235605043996681
"stringr","5/6",32,0.0327798322082339
"stringr","6/6",43,0.0440478995298143
"stringr","6/7",23,0.0235605043996681
"stringr","7/7",112,0.114729412728819
"stringr","2/8",6,0.00614621853904385
"stringr","4/8",2,0.00204873951301462
"stringr","8/8",199,0.203849581544954
"stringr","12/12",1,0.00102436975650731
"tm","0/0",226730,60.284338515452
"tm","0/1",156,0.0414782199462378
"tm","1/1",74977,19.9353365186479
"tm","0/2",703,0.186917875783367
"tm","1/2",3247,0.863331924137399
"tm","2/2",32942,8.75881744531389
"tm","0/3",3,0.000797658075889189
"tm","1/3",1236,0.328635127266346
"tm","2/3",2529,0.672425757974587
"tm","3/3",3990,1.06088524093262
"tm","1/4",294,0.0781704914371406
"tm","2/4",6301,1.67534784539259
"tm","3/4",1981,0.526720216112161
"tm","4/4",15042,3.9994575925084
"tm","1/5",135,0.0358946134150135
"tm","2/5",370,0.0983778293596667
"tm","3/5",949,0.25232583800628
"tm","4/5",1232,0.32757158316516
"tm","5/5",1975,0.525124899960383
"tm","1/6",44,0.0116989851130414
"tm","2/6",1,0.000265886025296396
"tm","3/6",11,0.00292474627826036
"tm","4/6",40,0.0106354410118559
"tm","5/6",14,0.00372240435414955
"tm","6/6",426,0.113267446776265
"tm","4/7",5,0.00132943012648198
"tm","6/7",291,0.0773728333612514
"tm","7/7",50,0.0132943012648198
"tm","1/8",3,0.000797658075889189
"tm","8/8",40,0.0106354410118559
"tm","3/10",3,0.000797658075889189
"tm","9/10",290,0.077106947335955
"tm","10/10",8,0.00212708820237117
"tm","15/19",60,0.0159531615177838
"tm","20/21",22,0.00584949255652072
"tm","20/22",1,0.000265886025296396
