"name","type","no.of.forces","number","percent_within_type","percent_overall"
"annotate","NIL",0,836,5.68050553781341,0.0584884104095378
"annotate","NIL",1,13881,94.3194944621866,0.971145484323917
"annotate","SYM",0,36488,82.3991689625582,2.55278124285074
"annotate","SYM",1,7794,17.6008310374418,0.545285491306146
"annotate","CLOS",0,0,0,0
"annotate","CLOS",1,1169,100,0.081785827474581
"annotate","ENV",0,0,0,0
"annotate","ENV",1,529,100,0.0370100108931166
"annotate","PROM",0,6289,84.7117456896552,0.439992360126296
"annotate","PROM",1,1135,15.2882543103448,0.0794071122186907
"annotate","LANG",0,188235,74.4691793693056,13.1693372409562
"annotate","LANG",1,64534,25.5308206306944,4.51494148010659
"annotate","LGL",0,29446,15.6513604447823,2.06010733602781
"annotate","LGL",1,158691,84.3486395552177,11.1023736080143
"annotate","INT",0,5,0.0464252553389044,0.00034981106704269
"annotate","INT",1,10765,99.9535747446611,0.753143227342912
"annotate","REAL",0,0,0,0
"annotate","REAL",1,4710,100,0.329522025154214
"annotate","STR",0,31678,18.772036906448,2.21626299635567
"annotate","STR",1,137073,81.227963093552,9.58993047854854
"annotate","VEC",0,564,71.7557251908397,0.0394586883624155
"annotate","VEC",1,222,28.2442748091603,0.0155316113766954
"annotate","BCODE",0,95654,8.50641133381889,6.6921655613803
"annotate","BCODE",1,1028839,91.4935886661811,71.9798536810269
"annotate","S4",0,4,100,0.000279848853634152
"annotate","S4",1,0,0,0
"Biobase","NIL",0,632,9.22223843572158,0.0963276603657403
"Biobase","NIL",1,6221,90.7777615642784,0.948187302429225
"Biobase","SYM",0,26396,71.014258810869,4.02320399211089
"Biobase","SYM",1,10774,28.985741189131,1.64214274174127
"Biobase","CLOS",0,0,0,0
"Biobase","CLOS",1,1181,100,0.180004694449271
"Biobase","ENV",0,0,0,0
"Biobase","ENV",1,621,100,0.0946510713403872
"Biobase","PROM",0,5376,69.180285677519,0.819394781845284
"Biobase","PROM",1,2395,30.819714322481,0.365039155974601
"Biobase","LANG",0,69432,65.9010231781165,10.5826299280286
"Biobase","LANG",1,35926,34.0989768218835,5.47573975680314
"Biobase","LGL",0,26399,24.8664789050799,4.02366124366326
"Biobase","LGL",1,79764,75.1335210949201,12.1574042743875
"Biobase","INT",0,398,5.68490215683474,0.0606620392809567
"Biobase","INT",1,6603,94.3150978431653,1.00641066676421
"Biobase","REAL",0,430,7.73659589780497,0.0655393891728929
"Biobase","REAL",1,5128,92.263404102195,0.781595320182779
"Biobase","STR",0,22215,31.6128756830601,3.3859477452926
"Biobase","STR",1,48057,68.3871243169399,7.32471261739934
"Biobase","VEC",0,1878,64.7139903514817,0.286239471783007
"Biobase","VEC",1,1024,35.2860096485183,0.156075196541959
"Biobase","BCODE",0,47653,9.41690034523167,7.26313607501364
"Biobase","BCODE",1,458384,90.5830996547683,69.8655985270403
"Biobase","S4",0,0,0,0
"Biobase","S4",1,13,100,0.00198142339359909
"Biostrings","NIL",0,292,2.56185295665906,0.0285168224837566
"Biostrings","NIL",1,11106,97.4381470433409,1.08461585789247
"Biostrings","SYM",0,22634,78.4622317745346,2.21044438389503
"Biostrings","SYM",1,6213,21.5377682254654,0.606763760587603
"Biostrings","CLOS",0,0,0,0
"Biostrings","CLOS",1,951,100,0.0928749937741526
"Biostrings","ENV",0,0,0,0
"Biostrings","ENV",1,319,100,0.0311536519599944
"Biostrings","PROM",0,4437,93.4695597219296,0.43331897726174
"Biostrings","PROM",1,310,6.53044027807036,0.0302747088012485
"Biostrings","LANG",0,149940,82.8265084599705,14.6431930247071
"Biostrings","LANG",1,31089,17.1734915400295,3.03616265136134
"Biostrings","LGL",0,18647,13.8052298033641,1.82107256457058
"Biostrings","LGL",1,116425,86.1947701966359,11.3701063618882
"Biostrings","INT",0,9,0.126778419495704,0.000878943158745924
"Biostrings","INT",1,7090,99.8732215805043,0.692411888389844
"Biostrings","REAL",0,0,0,0
"Biostrings","REAL",1,2122,100,0.207235264762095
"Biostrings","STR",0,21004,16.8471373341675,2.05125801181104
"Biostrings","STR",1,103670,83.1528626658325,10.1244485852433
"Biostrings","VEC",0,204,59.1304347826087,0.0199227115982409
"Biostrings","VEC",1,141,40.8695652173913,0.0137701094870195
"Biostrings","BCODE",0,66255,8.17192179228481,6.47048655363458
"Biostrings","BCODE",1,744509,91.8280782077152,72.709010241641
"Biostrings","S4",0,1,9.09090909090909,9.76603509717693e-05
"Biostrings","S4",1,10,90.9090909090909,0.000976603509717693
"caschrono","NIL",0,572,7.89510006901311,0.083439090922352
"caschrono","NIL",1,6673,92.1048999309869,0.973407436581915
"caschrono","SYM",0,14401,88.873117748704,2.10071039925313
"caschrono","SYM",1,1803,11.126882251296,0.263008183449302
"caschrono","CLOS",0,0,0,0
"caschrono","CLOS",1,426,100,0.0621417005820314
"caschrono","ENV",0,0,0,0
"caschrono","ENV",1,94,100,0.0137120184382886
"caschrono","PROM",0,3738,80.3525365434222,0.545271541726839
"caschrono","PROM",1,914,19.6474634565778,0.13332749843187
"caschrono","LANG",0,103937,83.0399872168737,15.1615538342596
"caschrono","LANG",1,21228,16.9600127831263,3.09658220646799
"caschrono","LGL",0,12368,14.0978000683917,1.804151532391
"caschrono","LGL",1,75362,85.9021999316084,10.9932461015565
"caschrono","INT",0,0,0,0
"caschrono","INT",1,4204,100,0.613248143771972
"caschrono","REAL",0,101,1.69235924932976,0.0147331261943314
"caschrono","REAL",1,5867,98.3076407506702,0.855834172100419
"caschrono","STR",0,9722,13.3972742431133,1.41817280060683
"caschrono","STR",1,62845,86.6027257568867,9.16735956121541
"caschrono","VEC",0,531,84.8242811501597,0.077458316922673
"caschrono","VEC",1,95,15.1757188498403,0.0138578909748662
"caschrono","BCODE",0,40961,7.48860100406232,5.97508497075256
"caschrono","BCODE",1,506017,92.5113989959377,73.8139833413563
"colorspace","NIL",0,818,7.89880262649672,0.0628743251386617
"colorspace","NIL",1,9538,92.1011973735033,0.733123854734175
"colorspace","SYM",0,97988,90.6012778193855,7.53169849839509
"colorspace","SYM",1,10165,9.3987221806145,0.781317255543394
"colorspace","CLOS",0,0,0,0
"colorspace","CLOS",1,156,100,0.0119907025936812
"colorspace","ENV",0,0,0,0
"colorspace","ENV",1,1215,100,0.0933891259700171
"colorspace","PROM",0,13148,96.9616519174041,1.01060101090846
"colorspace","PROM",1,412,3.03834808259587,0.0316677530038247
"colorspace","LANG",0,49924,31.5770831488533,3.83733228389064
"colorspace","LANG",1,108178,68.4229168511467,8.3149373408926
"colorspace","LGL",0,36711,23.7378113441792,2.82173514690148
"colorspace","LGL",1,117941,76.2621886558208,9.06535547821382
"colorspace","INT",0,680,5.4834287557455,0.0522671651519437
"colorspace","INT",1,11721,94.5165712442545,0.900916827567548
"colorspace","REAL",0,1425,10.894495412844,0.109530456384588
"colorspace","REAL",1,11655,89.105504587156,0.895843838008683
"colorspace","STR",0,89318,49.8167803539458,6.86529214270781
"colorspace","STR",1,89975,50.1832196460542,6.91579144786197
"colorspace","VEC",0,2438,91.5852742299023,0.187393159765351
"colorspace","VEC",1,224,8.41472577009767,0.0172174191088756
"colorspace","BCODE",0,107531,10.2668810473592,8.26520667052009
"colorspace","BCODE",1,939827,89.7331189526408,72.2383720930233
"copula","NIL",0,311,0.882394665910058,0.0226219000359332
"copula","NIL",1,34934,99.1176053340899,2.54107220532247
"copula","SYM",0,10718,87.2446072446072,0.779619050112964
"copula","SYM",1,1567,12.7553927553928,0.113982370920602
"copula","CLOS",0,0,0,0
"copula","CLOS",1,493,100,0.0358604396068008
"copula","ENV",0,0,0,0
"copula","ENV",1,105,100,0.00763761898319287
"copula","PROM",0,3242,67.6120959332638,0.235820578509631
"copula","PROM",1,1553,32.3879040667362,0.112964021722843
"copula","LANG",0,82989,35.8817043906868,6.03655582663041
"copula","LANG",1,148296,64.1182956093132,10.7869366164911
"copula","LGL",0,11120,7.92344470333397,0.808860219934331
"copula","LGL",1,129223,92.076555296666,9.39958131300126
"copula","INT",0,36,0.0606898411949155,0.00261861222280899
"copula","INT",1,59282,99.9393101588051,4.31212693868228
"copula","REAL",0,13424,24.6832766387791,0.976451402194106
"copula","REAL",1,40961,75.3167233612209,2.97947153495775
"copula","STR",0,8627,9.30305285065726,0.627521323504809
"copula","STR",1,84106,90.6969471493427,6.1178055447659
"copula","VEC",0,131,63.9024390243902,0.00952883892188825
"copula","VEC",1,74,36.0975609756098,0.00538270290244069
"copula","BCODE",0,33546,3.69563708592637,2.44011015628751
"copula","BCODE",1,874173,96.3043629140736,63.5866695180444
"dplyr","NIL",0,6089,10.9400265909663,0.587377886848002
"dplyr","NIL",1,49569,89.0599734090337,4.78169395190813
"dplyr","SYM",0,27421,14.5791242210927,2.64517803173905
"dplyr","SYM",1,160663,85.4208757789073,15.4984223082051
"dplyr","CLOS",0,1,0.00649224177108355,9.64654108799478e-05
"dplyr","CLOS",1,15402,99.9935077582289,1.48576025837296
"dplyr","ENV",0,2,0.0255787185062028,0.000192930821759896
"dplyr","ENV",1,7817,99.9744212814938,0.754070116848552
"dplyr","PROM",0,3152,22.4182076813656,0.304058975093596
"dplyr","PROM",1,10908,77.5817923186344,1.05224470187847
"dplyr","LANG",0,31550,20.9049767759291,3.04348371326235
"dplyr","LANG",1,119371,79.0950232240709,11.5151725621503
"dplyr","LGL",0,14455,14.6928776897978,1.39440751426965
"dplyr","LGL",1,83926,85.3071223102022,8.0959560735105
"dplyr","INT",0,4090,15.1920362528787,0.394543530498987
"dplyr","INT",1,22832,84.8079637471213,2.20249826121097
"dplyr","REAL",0,68,0.245682491509502,0.00655964793983645
"dplyr","REAL",1,27610,99.7543175084905,2.66340999439536
"dplyr","STR",0,17926,38.4645094841645,1.72923895543394
"dplyr","STR",1,28678,61.5354905158355,2.76643505321514
"dplyr","VEC",0,783,83.3865814696486,0.0755324167189992
"dplyr","VEC",1,156,16.6134185303514,0.0150486040972719
"dplyr","BCODE",0,23193,4.35224818304475,2.23732227453863
"dplyr","BCODE",1,509704,95.6477518169552,49.1688057871529
"ggplot2","NIL",0,130,3.07692307692308,0.0612869312690638
"ggplot2","NIL",1,4095,96.9230769230769,1.93053833497551
"ggplot2","SYM",0,12521,41.8161172895167,5.90287435707652
"ggplot2","SYM",1,17422,58.1838827104833,8.21339166592022
"ggplot2","CLOS",0,0,0,0
"ggplot2","CLOS",1,18,100,0.00848588279110114
"ggplot2","ENV",0,23,92,0.0108430724552959
"ggplot2","ENV",1,2,8,0.000942875865677904
"ggplot2","PROM",0,3339,93.9504783342712,1.57413125774926
"ggplot2","PROM",1,215,6.04952166572876,0.101359155560375
"ggplot2","LANG",0,8866,30.5134911894273,4.17976871255015
"ggplot2","LANG",1,20190,69.4865088105727,9.51833186401844
"ggplot2","LGL",0,5637,17.7342226137293,2.65749562741317
"ggplot2","LGL",1,26149,82.2657773862707,12.3276305058058
"ggplot2","INT",0,84,3.29411764705882,0.039600786358472
"ggplot2","INT",1,2466,96.7058823529412,1.16256594238086
"ggplot2","REAL",0,14,0.589225589225589,0.00660013105974533
"ggplot2","REAL",1,2362,99.4107744107744,1.1135363973656
"ggplot2","STR",0,10455,36.2970420774892,4.92888358783124
"ggplot2","STR",1,18349,63.7029579225108,8.65041462966193
"ggplot2","VEC",0,745,93.3583959899749,0.351221259965019
"ggplot2","VEC",1,53,6.64160401002506,0.0249862104404645
"ggplot2","BCODE",0,12031,9.05778279691323,5.67186976998543
"ggplot2","BCODE",1,120794,90.9422172030868,56.9468736593484
"grid","NIL",0,190,0.793518209154694,0.0179078368464111
"grid","NIL",1,23754,99.2064817908453,2.23885661289289
"grid","SYM",0,246155,89.0301463008843,23.2005451522543
"grid","SYM",1,30330,10.9698536991157,2.85865627132446
"grid","CLOS",0,0,0,0
"grid","CLOS",1,3,100,0.000282755318627543
"grid","ENV",0,0,0,0
"grid","ENV",1,4570,100,0.430730602042624
"grid","PROM",0,39501,99.3860863001635,3.72303928036886
"grid","PROM",1,244,0.613913699836457,0.0229974325817069
"grid","LANG",0,29367,60.0098085293336,2.76789181404502
"grid","LANG",1,19570,39.9901914706664,1.84450719518034
"grid","LGL",0,32716,29.7550727142091,3.08354100140624
"grid","LGL",1,77235,70.2449272857909,7.2795356780661
"grid","INT",0,417,7.65559023315587,0.0393029892892285
"grid","INT",1,5030,92.3444097668441,0.474086417565514
"grid","REAL",0,5184,51.8607442977191,0.488601190588395
"grid","REAL",1,4812,48.1392557022809,0.45353953107858
"grid","STR",0,205194,89.5152424660164,19.3398982834867
"grid","STR",1,24034,10.4847575339836,2.26524710929813
"grid","VEC",0,36075,94.3803469115454,3.40013270649621
"grid","VEC",1,2148,5.6196530884546,0.202452808137321
"grid","BCODE",0,35676,3.94244359452372,3.36252624911875
"grid","BCODE",1,869245,96.0575564054763,81.9278823134663
"lmtest","NIL",0,562,22.9762878168438,0.564087122352705
"lmtest","NIL",1,1884,77.0237121831562,1.89099668774466
"lmtest","SYM",0,5582,80.7347411050043,5.60273010137509
"lmtest","SYM",1,1332,19.2652588949957,1.33694670280036
"lmtest","CLOS",0,0,0,0
"lmtest","CLOS",1,2,100,0.00200742748168222
"lmtest","PROM",0,806,71.9642857142857,0.808993275117936
"lmtest","PROM",1,314,28.0357142857143,0.315166114624109
"lmtest","LANG",0,5435,42.6843634650122,5.45518418147144
"lmtest","LANG",1,7298,57.3156365349878,7.32510288065844
"lmtest","LGL",0,2659,20.8827456216131,2.66887483689652
"lmtest","LGL",1,10074,79.1172543783869,10.1114122252334
"lmtest","INT",0,3,0.189155107187894,0.00301114122252334
"lmtest","INT",1,1583,99.8108448928121,1.58887885175148
"lmtest","REAL",0,320,20.4211869814933,0.321188397069156
"lmtest","REAL",1,1247,79.5788130185067,1.25163103482887
"lmtest","STR",0,5323,37.7544506702603,5.34276824249724
"lmtest","STR",1,8776,62.2455493297397,8.8085917896216
"lmtest","VEC",0,260,81.25,0.260965572618689
"lmtest","VEC",1,60,18.75,0.0602228244504667
"lmtest","BCODE",0,5205,7.20275655928263,5.22433002107799
"lmtest","BCODE",1,67059,92.7972434407174,67.3080397470641
"mvtnorm","NIL",0,451,31.0820124052378,0.258156840297653
"mvtnorm","NIL",1,1000,68.9179875947622,0.572409845449342
"mvtnorm","SYM",0,14342,87.8099553052103,8.20950200343446
"mvtnorm","SYM",1,1991,12.1900446947897,1.13966800228964
"mvtnorm","CLOS",0,0,0,0
"mvtnorm","CLOS",1,8,100,0.00457927876359473
"mvtnorm","PROM",0,1591,83.2112970711297,0.910704064109903
"mvtnorm","PROM",1,321,16.7887029288703,0.183743560389239
"mvtnorm","LANG",0,1843,9.56309672063097,1.05495134516314
"mvtnorm","LANG",1,17429,90.436903279369,9.97653119633658
"mvtnorm","LGL",0,6051,25.569406296218,3.46365197481397
"mvtnorm","LGL",1,17614,74.430593703782,10.0824270177447
"mvtnorm","INT",0,45,1.70842824601367,0.0257584430452204
"mvtnorm","INT",1,2589,98.2915717539863,1.48196908986835
"mvtnorm","REAL",0,125,5.01806503412284,0.0715512306811677
"mvtnorm","REAL",1,2366,94.9819349658772,1.35432169433314
"mvtnorm","STR",0,12848,51.0915815007754,7.35432169433314
"mvtnorm","STR",1,12299,48.9084184992246,7.04006868918145
"mvtnorm","VEC",0,711,87.9950495049505,0.406983400114482
"mvtnorm","VEC",1,97,12.0049504950495,0.0555237550085861
"mvtnorm","BCODE",0,13498,10.188477012145,7.72638809387521
"mvtnorm","BCODE",1,118985,89.811522987855,68.1081854607899
"rivr","NIL",0,310,13.963963963964,0.305409692324365
"rivr","NIL",1,1910,86.036036036036,1.88171778174044
"rivr","SYM",0,1198,63.825253063399,1.18026068195029
"rivr","SYM",1,679,36.174746936601,0.668945745445947
"rivr","CLOS",0,0,0,0
"rivr","CLOS",1,78,100,0.0768450193590337
"rivr","ENV",0,3,5.76923076923077,0.00295557766765514
"rivr","ENV",1,49,94.2307692307692,0.0482744352383673
"rivr","PROM",0,1507,51.2585034013605,1.48468518171877
"rivr","PROM",1,1433,48.7414965986395,1.41178093258327
"rivr","LANG",0,6285,59.3036421966409,6.19193521373753
"rivr","LANG",1,4313,40.6963578033591,4.24913549353221
"rivr","LGL",0,1205,13.6373924852875,1.18715702984148
"rivr","LGL",1,7631,86.3626075147125,7.5180043939588
"rivr","INT",0,56,2.36686390532544,0.0551707831295627
"rivr","INT",1,2310,97.6331360946746,2.27579480409446
"rivr","REAL",0,25,1.24007936507937,0.0246298138971262
"rivr","REAL",1,1991,98.7599206349206,1.96151837876713
"rivr","STR",0,767,4.49352627570449,0.755642690363832
"rivr","STR",1,16302,95.5064737242955,16.060609046038
"rivr","VEC",0,1650,98.0392156862745,1.62556771721033
"rivr","VEC",1,33,1.96078431372549,0.0325113543442066
"rivr","BCODE",0,1725,2.59414100096246,1.69945715890171
"rivr","BCODE",1,64771,97.4058589990375,63.8119070372304
"stringr","NIL",0,14,4.21686746987952,0.0248121366794272
"stringr","NIL",1,318,95.7831325301205,0.563589961718418
"stringr","SYM",0,4511,82.8162291169451,7.99482489720686
"stringr","SYM",1,936,17.1837708830549,1.65886856656742
"stringr","CLOS",0,0,0,0
"stringr","CLOS",1,5,100,0.00886147738550971
"stringr","PROM",0,602,99.0131578947368,1.06692187721537
"stringr","PROM",1,6,0.986842105263158,0.0106337728626117
"stringr","LANG",0,956,16.3951294803636,1.69431447610946
"stringr","LANG",1,4875,83.6048705196364,8.63994045087197
"stringr","LGL",0,1846,22.1289858547111,3.27165745073019
"stringr","LGL",1,6496,77.8710141452889,11.5128314192542
"stringr","INT",0,3,0.602409638554217,0.00531688643130583
"stringr","INT",1,495,99.3975903614458,0.877286261165461
"stringr","REAL",0,2,0.392156862745098,0.00354459095420388
"stringr","REAL",1,508,99.6078431372549,0.900326102367787
"stringr","STR",0,4223,53.1797002896361,7.4844037998015
"stringr","STR",1,3718,46.8202997103639,6.58939458386502
"stringr","VEC",0,4,80,0.00708918190840777
"stringr","VEC",1,1,20,0.00177229547710194
"stringr","BCODE",0,5332,12.0100909991891,9.44987948390756
"stringr","BCODE",1,39064,87.9899090008109,69.2329505175103
"tm","NIL",0,230,4.40528634361233,0.0878711121808464
"tm","NIL",1,4991,95.5947136563877,1.90680313432437
"tm","SYM",0,5640,77.9220779220779,2.15475248999989
"tm","SYM",1,1598,22.0779220779221,0.610513205499968
"tm","CLOS",0,0,0,0
"tm","CLOS",1,311,100,0.118817025601058
"tm","ENV",0,0,0,0
"tm","ENV",1,303,100,0.115760639090419
"tm","PROM",0,1244,95.2526799387443,0.47526810240423
"tm","PROM",1,62,4.74732006125574,0.0236869954574455
"tm","LANG",0,16376,43.4180873346236,6.25642318727626
"tm","LANG",1,21341,56.5819126653764,8.15329306544105
"tm","LGL",0,5725,18.8136707196845,2.18722659667542
"tm","LGL",1,24705,81.1863292803155,9.43850359316439
"tm","INT",0,162,1.45985401459854,0.0618918268404222
"tm","INT",1,10935,98.5401459854015,4.1776983117285
"tm","REAL",0,17,0.209153543307087,0.00649482133510604
"tm","REAL",1,8111,99.7908464566929,3.09879387347324
"tm","STR",0,3346,12.2644967377758,1.2783336580744
"tm","STR",1,23936,87.7355032622242,9.1447084398293
"tm","VEC",0,610,96.3665086887836,0.233049471436158
"tm","VEC",1,23,3.63349131121643,0.00878711121808464
"tm","BCODE",0,5838,3.40871271173081,2.23039805613818
"tm","BCODE",1,165429,96.5912872882692,63.2018705085445
